study_a,study_b,var_name_a,var_name_b,similarity_score
gissi-hf,time-chf,f13_nitrati,v3nitrat,0.625
gissi-hf,time-chf,f13_nitrati,v18nitrat,0.625
gissi-hf,time-chf,f13_nitrati,blnitrat,0.625
gissi-hf,time-chf,f11_altdiu,diuadj12,0.625
gissi-hf,time-chf,f11_altdiu,diuadj6,0.625
gissi-hf,time-chf,f11_altdiu,diuadjbl,0.625
gissi-hf,time-chf,f11_altdiu,diuadj3,0.625
gissi-hf,time-chf,f11_altdiu,diuadj1,0.625
gissi-hf,time-chf,f3_urice,uric_acid_bl,0.888888888888889
gissi-hf,time-chf,f3_urice,uric_acid_v1,1.0
gissi-hf,time-chf,f3_urice,uric_acid_v6,0.888888888888889
gissi-hf,time-chf,f3_urice,uric_acid_v18,0.888888888888889
gissi-hf,time-chf,f3_urice,uric_acid_v12,0.888888888888889
gissi-hf,time-chf,f3_urice,uric_acid_v3,0.888888888888889
gissi-hf,time-chf,f3_dosaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f3_dosaltbb,bbadjbl,0.625
gissi-hf,time-chf,f3_dosaltbb,v1bb,0.75
gissi-hf,time-chf,f3_dosaltbb,v6bb,0.625
gissi-hf,time-chf,f3_dosaltbb,bbadj1,0.75
gissi-hf,time-chf,f3_dosaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f3_dosaltbb,bbadj12,0.625
gissi-hf,time-chf,f3_dosaltbb,dosebbv1,0.6666666666666667
gissi-hf,time-chf,f3_dosaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f3_dosaltbb,blbb,0.625
gissi-hf,time-chf,f3_dosaltbb,v3bb,0.625
gissi-hf,time-chf,f3_dosaltbb,v18bb,0.625
gissi-hf,time-chf,f3_dosaltbb,bbadj3,0.625
gissi-hf,time-chf,f3_dosaltbb,dosebbv18,0.5555555555555556
gissi-hf,time-chf,f3_dosaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f3_dosaltbb,dosebbbl,0.5555555555555556
gissi-hf,time-chf,f3_dosaltbb,dosebbv3,0.5555555555555556
gissi-hf,time-chf,f3_dosaltbb,bbadj6,0.625
gissi-hf,time-chf,f3_dosaltbb,dosebbv12,0.5555555555555556
gissi-hf,time-chf,f3_dosaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f3_dosaltbb,v12bb,0.625
gissi-hf,time-chf,f3_dosaltbb,bb_at_v1,0.75
gissi-hf,time-chf,f3_dosaltbb,dosebbv6,0.5555555555555556
gissi-hf,time-chf,epamega,hepatomegaly3,0.875
gissi-hf,time-chf,epamega,hepatomegaly,1.0
gissi-hf,time-chf,epamega,hepatomegaly12,0.875
gissi-hf,time-chf,epamega,hepatomegaly6,0.875
gissi-hf,time-chf,epamega,hepatomegaly1,0.875
gissi-hf,time-chf,epamega,hepatomegaly18,0.875
gissi-hf,time-chf,insmitra,mi_12,0.625
gissi-hf,time-chf,insmitra,mi,0.75
gissi-hf,time-chf,insmitra,mi_18,0.625
gissi-hf,time-chf,f14_colehdl,hdl,0.7777777777777778
gissi-hf,time-chf,f8_ondeq,pathologischeqinv4v6_18,0.6875000000000001
gissi-hf,time-chf,f8_ondeq,pathologischeqinavli_12,0.7083333333333334
gissi-hf,time-chf,f8_ondeq,pathologischeqiniiiiiavf_18,0.6875000000000001
gissi-hf,time-chf,f8_ondeq,pathologischeqinv4v6,0.6875000000000001
gissi-hf,time-chf,f8_ondeq,pathologischeqinv4v6_12,0.6875000000000001
gissi-hf,time-chf,f8_ondeq,pathologischeqinv2v3_12,0.7083333333333334
gissi-hf,time-chf,f8_ondeq,pathologischeqinv2v3_18,0.7083333333333334
gissi-hf,time-chf,f8_ondeq,pathologischeqiniiiiiavf_12,0.6875000000000001
gissi-hf,time-chf,f8_ondeq,pathologischeqinavli_18,0.7083333333333334
gissi-hf,time-chf,f8_ondeq,pathologischeqinv2v3,0.7083333333333334
gissi-hf,time-chf,f8_ondeq,pathologischeqinavli,0.7083333333333334
gissi-hf,time-chf,f8_ondeq,pathologischeqiniiiiiavf,0.6875000000000001
gissi-hf,time-chf,alt,alt,0.888888888888889
gissi-hf,time-chf,f12_colehdl,hdl,0.7777777777777778
gissi-hf,time-chf,f11_spirono,dosespirov1,0.625
gissi-hf,time-chf,f11_spirono,dosespirov3,0.625
gissi-hf,time-chf,f11_spirono,dosespirobl,0.625
gissi-hf,time-chf,f11_spirono,spiroadjbl,0.625
gissi-hf,time-chf,f11_spirono,spiroadj3,0.625
gissi-hf,time-chf,f11_spirono,dosespirov18,0.625
gissi-hf,time-chf,f11_spirono,spiroadj1,0.625
gissi-hf,time-chf,f11_spirono,spiroadj6,0.625
gissi-hf,time-chf,f11_spirono,spiroadj12,0.625
gissi-hf,time-chf,f11_spirono,dosespirov6,0.625
gissi-hf,time-chf,f11_spirono,dosespirov12,0.625
gissi-hf,time-chf,f4_altrobb,bb_at_v3,0.75
gissi-hf,time-chf,f4_altrobb,bbadjbl,0.625
gissi-hf,time-chf,f4_altrobb,v1bb,0.625
gissi-hf,time-chf,f4_altrobb,v6bb,0.625
gissi-hf,time-chf,f4_altrobb,bbadj1,0.625
gissi-hf,time-chf,f4_altrobb,bb_at_v12,0.625
gissi-hf,time-chf,f4_altrobb,bbadj12,0.625
gissi-hf,time-chf,f4_altrobb,dosebbv1,0.625
gissi-hf,time-chf,f4_altrobb,bb_at_bl,0.625
gissi-hf,time-chf,f4_altrobb,blbb,0.625
gissi-hf,time-chf,f4_altrobb,v3bb,0.75
gissi-hf,time-chf,f4_altrobb,v18bb,0.625
gissi-hf,time-chf,f4_altrobb,bbadj3,0.75
gissi-hf,time-chf,f4_altrobb,dosebbv18,0.625
gissi-hf,time-chf,f4_altrobb,bb_at_v18,0.625
gissi-hf,time-chf,f4_altrobb,dosebbbl,0.625
gissi-hf,time-chf,f4_altrobb,dosebbv3,0.75
gissi-hf,time-chf,f4_altrobb,bbadj6,0.625
gissi-hf,time-chf,f4_altrobb,dosebbv12,0.625
gissi-hf,time-chf,f4_altrobb,bb_at_v6,0.625
gissi-hf,time-chf,f4_altrobb,v12bb,0.625
gissi-hf,time-chf,f4_altrobb,bb_at_v1,0.625
gissi-hf,time-chf,f4_altrobb,dosebbv6,0.625
gissi-hf,time-chf,altrobb,bb_at_v3,0.625
gissi-hf,time-chf,altrobb,bbadjbl,0.75
gissi-hf,time-chf,altrobb,v1bb,0.625
gissi-hf,time-chf,altrobb,v6bb,0.625
gissi-hf,time-chf,altrobb,bbadj1,0.625
gissi-hf,time-chf,altrobb,bb_at_v12,0.625
gissi-hf,time-chf,altrobb,bbadj12,0.625
gissi-hf,time-chf,altrobb,dosebbv1,0.625
gissi-hf,time-chf,altrobb,bb_at_bl,0.75
gissi-hf,time-chf,altrobb,blbb,0.75
gissi-hf,time-chf,altrobb,v3bb,0.625
gissi-hf,time-chf,altrobb,v18bb,0.625
gissi-hf,time-chf,altrobb,bbadj3,0.625
gissi-hf,time-chf,altrobb,dosebbv18,0.625
gissi-hf,time-chf,altrobb,bb_at_v18,0.625
gissi-hf,time-chf,altrobb,dosebbbl,0.75
gissi-hf,time-chf,altrobb,dosebbv3,0.625
gissi-hf,time-chf,altrobb,bbadj6,0.625
gissi-hf,time-chf,altrobb,dosebbv12,0.625
gissi-hf,time-chf,altrobb,bb_at_v6,0.625
gissi-hf,time-chf,altrobb,v12bb,0.625
gissi-hf,time-chf,altrobb,bb_at_v1,0.625
gissi-hf,time-chf,altrobb,dosebbv6,0.625
gissi-hf,time-chf,flutter,afib_bl,0.75
gissi-hf,time-chf,flutter,afib_12,0.625
gissi-hf,time-chf,flutter,afib_18,0.625
gissi-hf,time-chf,f3_descopen,statin_at_bl,0.875
gissi-hf,time-chf,f3_descopen,statin_dose_bl,0.625
gissi-hf,time-chf,f3_descopen,statin01,0.625
gissi-hf,time-chf,f14_dfurosem,v3furo,0.625
gissi-hf,time-chf,f14_dfurosem,dosefurov12,0.888888888888889
gissi-hf,time-chf,f14_dfurosem,v12furo,0.625
gissi-hf,time-chf,f14_dfurosem,dosefurov3,0.888888888888889
gissi-hf,time-chf,f14_dfurosem,v1furo,0.625
gissi-hf,time-chf,f14_dfurosem,blfuro,0.625
gissi-hf,time-chf,f14_dfurosem,dosefurov6,0.888888888888889
gissi-hf,time-chf,f14_dfurosem,v18furo,0.625
gissi-hf,time-chf,f14_dfurosem,dosefurobl,0.888888888888889
gissi-hf,time-chf,f14_dfurosem,dosefurov18,0.888888888888889
gissi-hf,time-chf,f14_dfurosem,dosefurov1,0.888888888888889
gissi-hf,time-chf,f14_dfurosem,v6furo,0.625
gissi-hf,time-chf,f6_fcecg,frequentie,0.888888888888889
gissi-hf,time-chf,f6_fcecg,hf,0.6666666666666667
gissi-hf,time-chf,f6_fcecg,frequentie_12,1.0
gissi-hf,time-chf,f6_fcecg,hf_12,0.7777777777777778
gissi-hf,time-chf,f6_fcecg,hf_18,0.6666666666666667
gissi-hf,time-chf,f6_fcecg,frequentie_18,0.888888888888889
gissi-hf,time-chf,f8_altrobb,bb_at_v3,0.625
gissi-hf,time-chf,f8_altrobb,bbadjbl,0.625
gissi-hf,time-chf,f8_altrobb,v1bb,0.625
gissi-hf,time-chf,f8_altrobb,v6bb,0.625
gissi-hf,time-chf,f8_altrobb,bbadj1,0.625
gissi-hf,time-chf,f8_altrobb,bb_at_v12,0.625
gissi-hf,time-chf,f8_altrobb,bbadj12,0.625
gissi-hf,time-chf,f8_altrobb,dosebbv1,0.625
gissi-hf,time-chf,f8_altrobb,bb_at_bl,0.625
gissi-hf,time-chf,f8_altrobb,blbb,0.625
gissi-hf,time-chf,f8_altrobb,v3bb,0.625
gissi-hf,time-chf,f8_altrobb,v18bb,0.625
gissi-hf,time-chf,f8_altrobb,bbadj3,0.625
gissi-hf,time-chf,f8_altrobb,dosebbv18,0.625
gissi-hf,time-chf,f8_altrobb,bb_at_v18,0.625
gissi-hf,time-chf,f8_altrobb,dosebbbl,0.625
gissi-hf,time-chf,f8_altrobb,dosebbv3,0.625
gissi-hf,time-chf,f8_altrobb,bbadj6,0.625
gissi-hf,time-chf,f8_altrobb,dosebbv12,0.625
gissi-hf,time-chf,f8_altrobb,bb_at_v6,0.625
gissi-hf,time-chf,f8_altrobb,v12bb,0.625
gissi-hf,time-chf,f8_altrobb,bb_at_v1,0.625
gissi-hf,time-chf,f8_altrobb,dosebbv6,0.625
gissi-hf,time-chf,f14_nyha,nyha18_class,0.875
gissi-hf,time-chf,f14_nyha,nyha3_class,0.875
gissi-hf,time-chf,f14_nyha,nyha1_class,0.875
gissi-hf,time-chf,f14_nyha,nyha_class,0.875
gissi-hf,time-chf,f14_nyha,nyha6_class,0.875
gissi-hf,time-chf,f14_nyha,nyha12_class,0.875
gissi-hf,time-chf,f10_altace,ace_at_v3,0.625
gissi-hf,time-chf,f10_altace,doseacev12,0.625
gissi-hf,time-chf,f10_altace,ace_at_v12,0.625
gissi-hf,time-chf,f10_altace,ace_at_v6,0.625
gissi-hf,time-chf,f10_altace,blace,0.625
gissi-hf,time-chf,f10_altace,v3ace,0.625
gissi-hf,time-chf,f10_altace,aceadjbl,0.625
gissi-hf,time-chf,f10_altace,doseacev3,0.625
gissi-hf,time-chf,f10_altace,aceadj12,0.625
gissi-hf,time-chf,f10_altace,ace_at_bl,0.625
gissi-hf,time-chf,f10_altace,doseacebl,0.625
gissi-hf,time-chf,f10_altace,v1ace,0.625
gissi-hf,time-chf,f10_altace,ace_at_v1,0.625
gissi-hf,time-chf,f10_altace,v12ace,0.625
gissi-hf,time-chf,f10_altace,aceadj6,0.625
gissi-hf,time-chf,f10_altace,aceadj3,0.625
gissi-hf,time-chf,f10_altace,doseacev6,0.625
gissi-hf,time-chf,f10_altace,v6ace,0.625
gissi-hf,time-chf,f10_altace,aceadj1,0.625
gissi-hf,time-chf,f10_altace,doseacev18,0.625
gissi-hf,time-chf,f10_altace,doseacev1,0.625
gissi-hf,time-chf,f10_altace,v18ace,0.625
gissi-hf,time-chf,f10_altace,ace_at_v18,0.625
gissi-hf,time-chf,dspirono,dosespirov1,0.888888888888889
gissi-hf,time-chf,dspirono,dosespirov3,0.888888888888889
gissi-hf,time-chf,dspirono,dosespirobl,1.0
gissi-hf,time-chf,dspirono,spiroadjbl,0.75
gissi-hf,time-chf,dspirono,spiroadj3,0.625
gissi-hf,time-chf,dspirono,dosespirov18,0.888888888888889
gissi-hf,time-chf,dspirono,spiroadj1,0.625
gissi-hf,time-chf,dspirono,spiroadj6,0.625
gissi-hf,time-chf,dspirono,spiroadj12,0.625
gissi-hf,time-chf,dspirono,dosespirov6,0.888888888888889
gissi-hf,time-chf,dspirono,dosespirov12,0.888888888888889
gissi-hf,time-chf,fc,frequentie,0.6666666666666667
gissi-hf,time-chf,fc,hf,0.7777777777777778
gissi-hf,time-chf,fc,frequentie_12,0.6666666666666667
gissi-hf,time-chf,fc,hf_12,0.6666666666666667
gissi-hf,time-chf,fc,hf_18,0.6666666666666667
gissi-hf,time-chf,fc,frequentie_18,0.6666666666666667
gissi-hf,time-chf,f8_urice,uric_acid_bl,0.888888888888889
gissi-hf,time-chf,f8_urice,uric_acid_v1,0.888888888888889
gissi-hf,time-chf,f8_urice,uric_acid_v6,0.888888888888889
gissi-hf,time-chf,f8_urice,uric_acid_v18,0.888888888888889
gissi-hf,time-chf,f8_urice,uric_acid_v12,0.888888888888889
gissi-hf,time-chf,f8_urice,uric_acid_v3,0.888888888888889
gissi-hf,time-chf,f5_bbranca,bundeltakblok,0.625
gissi-hf,time-chf,f5_bbranca,bundeltakblok_18,0.625
gissi-hf,time-chf,f5_bbranca,bundeltakblok_12,0.625
gissi-hf,time-chf,f4_creatin,creatinine,0.7777777777777778
gissi-hf,time-chf,f4_creatin,crea1,0.7777777777777778
gissi-hf,time-chf,f4_creatin,crea6,0.7777777777777778
gissi-hf,time-chf,f4_creatin,crea12,0.7777777777777778
gissi-hf,time-chf,f4_creatin,crea3,0.888888888888889
gissi-hf,time-chf,f4_creatin,crea18,0.7777777777777778
gissi-hf,time-chf,f8_creatin,creatinine,0.7777777777777778
gissi-hf,time-chf,f8_creatin,crea1,0.7777777777777778
gissi-hf,time-chf,f8_creatin,crea6,0.7777777777777778
gissi-hf,time-chf,f8_creatin,crea12,0.7777777777777778
gissi-hf,time-chf,f8_creatin,crea3,0.7777777777777778
gissi-hf,time-chf,f8_creatin,crea18,0.7777777777777778
gissi-hf,time-chf,f10_edemperi,edema18,0.875
gissi-hf,time-chf,f10_edemperi,edemahist18,0.625
gissi-hf,time-chf,f10_edemperi,edema6,0.875
gissi-hf,time-chf,f10_edemperi,edema1,0.875
gissi-hf,time-chf,f10_edemperi,edemahist12,0.625
gissi-hf,time-chf,f10_edemperi,edemahist3,0.625
gissi-hf,time-chf,f10_edemperi,edema12,0.875
gissi-hf,time-chf,f10_edemperi,edemahistory,0.625
gissi-hf,time-chf,f10_edemperi,edema3,0.875
gissi-hf,time-chf,f10_edemperi,edemahist6,0.625
gissi-hf,time-chf,f10_edemperi,edemahist1,0.625
gissi-hf,time-chf,f10_edemperi,edema,0.875
gissi-hf,time-chf,f8_ualt,alt,0.5555555555555556
gissi-hf,time-chf,f11_fcecg,frequentie,0.888888888888889
gissi-hf,time-chf,f11_fcecg,hf,0.6666666666666667
gissi-hf,time-chf,f11_fcecg,frequentie_12,0.888888888888889
gissi-hf,time-chf,f11_fcecg,hf_12,0.6666666666666667
gissi-hf,time-chf,f11_fcecg,hf_18,0.6666666666666667
gissi-hf,time-chf,f11_fcecg,frequentie_18,0.888888888888889
gissi-hf,time-chf,f10_dfurosem,v3furo,0.625
gissi-hf,time-chf,f10_dfurosem,dosefurov12,0.888888888888889
gissi-hf,time-chf,f10_dfurosem,v12furo,0.625
gissi-hf,time-chf,f10_dfurosem,dosefurov3,0.888888888888889
gissi-hf,time-chf,f10_dfurosem,v1furo,0.625
gissi-hf,time-chf,f10_dfurosem,blfuro,0.625
gissi-hf,time-chf,f10_dfurosem,dosefurov6,0.888888888888889
gissi-hf,time-chf,f10_dfurosem,v18furo,0.625
gissi-hf,time-chf,f10_dfurosem,dosefurobl,0.888888888888889
gissi-hf,time-chf,f10_dfurosem,dosefurov18,0.888888888888889
gissi-hf,time-chf,f10_dfurosem,dosefurov1,0.888888888888889
gissi-hf,time-chf,f10_dfurosem,v6furo,0.625
gissi-hf,time-chf,f5_desaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f5_desaltbb,bbadjbl,0.625
gissi-hf,time-chf,f5_desaltbb,v1bb,0.75
gissi-hf,time-chf,f5_desaltbb,v6bb,0.875
gissi-hf,time-chf,f5_desaltbb,bbadj1,0.625
gissi-hf,time-chf,f5_desaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f5_desaltbb,bbadj12,0.625
gissi-hf,time-chf,f5_desaltbb,dosebbv1,0.625
gissi-hf,time-chf,f5_desaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f5_desaltbb,blbb,0.75
gissi-hf,time-chf,f5_desaltbb,v3bb,0.75
gissi-hf,time-chf,f5_desaltbb,v18bb,0.75
gissi-hf,time-chf,f5_desaltbb,bbadj3,0.625
gissi-hf,time-chf,f5_desaltbb,dosebbv18,0.625
gissi-hf,time-chf,f5_desaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f5_desaltbb,dosebbbl,0.625
gissi-hf,time-chf,f5_desaltbb,dosebbv3,0.625
gissi-hf,time-chf,f5_desaltbb,bbadj6,0.75
gissi-hf,time-chf,f5_desaltbb,dosebbv12,0.625
gissi-hf,time-chf,f5_desaltbb,bb_at_v6,0.75
gissi-hf,time-chf,f5_desaltbb,v12bb,0.75
gissi-hf,time-chf,f5_desaltbb,bb_at_v1,0.625
gissi-hf,time-chf,f5_desaltbb,dosebbv6,0.75
gissi-hf,time-chf,f10_nitrati,nitratadj6,0.625
gissi-hf,time-chf,f10_nitrati,v6nitrat,0.625
gissi-hf,time-chf,f10_nitrati,nitratadj12,0.625
gissi-hf,time-chf,f10_nitrati,nitratadjbl,0.625
gissi-hf,time-chf,f10_nitrati,v1nitrat,0.625
gissi-hf,time-chf,f10_nitrati,nitratadj3,0.625
gissi-hf,time-chf,f10_nitrati,nitratadj1,0.625
gissi-hf,time-chf,f10_nitrati,v12nitrat,0.625
gissi-hf,time-chf,f10_nitrati,v3nitrat,0.625
gissi-hf,time-chf,f10_nitrati,v18nitrat,0.625
gissi-hf,time-chf,f10_nitrati,blnitrat,0.625
gissi-hf,time-chf,f3_flutter,afib_bl,0.625
gissi-hf,time-chf,f3_flutter,afib_12,0.625
gissi-hf,time-chf,f3_flutter,afib_18,0.625
gissi-hf,time-chf,f11_pesoatt,weight,0.888888888888889
gissi-hf,time-chf,f11_pesoatt,weight6,0.888888888888889
gissi-hf,time-chf,f11_pesoatt,weight18,0.888888888888889
gissi-hf,time-chf,f11_pesoatt,weight3,0.888888888888889
gissi-hf,time-chf,f11_pesoatt,weight1,0.888888888888889
gissi-hf,time-chf,f11_pesoatt,weight12,0.888888888888889
gissi-hf,time-chf,f99_sartani,doseatiiv3,0.625
gissi-hf,time-chf,f99_sartani,atiiadj6,0.625
gissi-hf,time-chf,f99_sartani,v3atii,0.625
gissi-hf,time-chf,f99_sartani,doseatiiv12,0.625
gissi-hf,time-chf,f99_sartani,atiiadj1,0.625
gissi-hf,time-chf,f99_sartani,blatii,0.625
gissi-hf,time-chf,f99_sartani,v18atii,0.625
gissi-hf,time-chf,f99_sartani,atii_at_v3,0.875
gissi-hf,time-chf,f99_sartani,atii_at_bl,0.875
gissi-hf,time-chf,f99_sartani,atiiadj12,0.625
gissi-hf,time-chf,f99_sartani,atiiadjbl,0.625
gissi-hf,time-chf,f99_sartani,atii_at_v18,0.875
gissi-hf,time-chf,f99_sartani,atii_at_v6,0.875
gissi-hf,time-chf,f99_sartani,v1atii,0.625
gissi-hf,time-chf,f99_sartani,atii_at_v1,0.875
gissi-hf,time-chf,f99_sartani,v6atii,0.625
gissi-hf,time-chf,f99_sartani,doseatiiv1,0.625
gissi-hf,time-chf,f99_sartani,atiiadj3,0.625
gissi-hf,time-chf,f99_sartani,atii_at_v12,0.875
gissi-hf,time-chf,f99_sartani,doseatiiv18,0.625
gissi-hf,time-chf,f99_sartani,doseatiibl,0.625
gissi-hf,time-chf,f99_sartani,doseatiiv6,0.625
gissi-hf,time-chf,f99_sartani,v12atii,0.625
gissi-hf,time-chf,f13_dfurosem,v3furo,0.625
gissi-hf,time-chf,f13_dfurosem,dosefurov12,0.888888888888889
gissi-hf,time-chf,f13_dfurosem,v12furo,0.625
gissi-hf,time-chf,f13_dfurosem,dosefurov3,0.888888888888889
gissi-hf,time-chf,f13_dfurosem,v1furo,0.625
gissi-hf,time-chf,f13_dfurosem,blfuro,0.625
gissi-hf,time-chf,f13_dfurosem,dosefurov6,0.888888888888889
gissi-hf,time-chf,f13_dfurosem,v18furo,0.625
gissi-hf,time-chf,f13_dfurosem,dosefurobl,0.888888888888889
gissi-hf,time-chf,f13_dfurosem,dosefurov18,0.888888888888889
gissi-hf,time-chf,f13_dfurosem,dosefurov1,0.888888888888889
gissi-hf,time-chf,f13_dfurosem,v6furo,0.625
gissi-hf,time-chf,f12_dfurosem,v3furo,0.625
gissi-hf,time-chf,f12_dfurosem,dosefurov12,0.888888888888889
gissi-hf,time-chf,f12_dfurosem,v12furo,0.625
gissi-hf,time-chf,f12_dfurosem,dosefurov3,0.888888888888889
gissi-hf,time-chf,f12_dfurosem,v1furo,0.625
gissi-hf,time-chf,f12_dfurosem,blfuro,0.625
gissi-hf,time-chf,f12_dfurosem,dosefurov6,0.888888888888889
gissi-hf,time-chf,f12_dfurosem,v18furo,0.625
gissi-hf,time-chf,f12_dfurosem,dosefurobl,0.888888888888889
gissi-hf,time-chf,f12_dfurosem,dosefurov18,0.888888888888889
gissi-hf,time-chf,f12_dfurosem,dosefurov1,0.888888888888889
gissi-hf,time-chf,f12_dfurosem,v6furo,0.625
gissi-hf,time-chf,f4_latobb,bundeltakblok,0.625
gissi-hf,time-chf,f4_latobb,bundeltakblok_18,0.625
gissi-hf,time-chf,f4_latobb,bundeltakblok_12,0.625
gissi-hf,time-chf,f7_antidepr,antidepress,0.875
gissi-hf,time-chf,f6_desaltac,ace_at_v3,0.625
gissi-hf,time-chf,f6_desaltac,doseacev12,0.75
gissi-hf,time-chf,f6_desaltac,ace_at_v12,0.75
gissi-hf,time-chf,f6_desaltac,ace_at_v6,0.625
gissi-hf,time-chf,f6_desaltac,blace,0.75
gissi-hf,time-chf,f6_desaltac,v3ace,0.75
gissi-hf,time-chf,f6_desaltac,aceadjbl,0.625
gissi-hf,time-chf,f6_desaltac,doseacev3,0.625
gissi-hf,time-chf,f6_desaltac,aceadj12,0.75
gissi-hf,time-chf,f6_desaltac,ace_at_bl,0.625
gissi-hf,time-chf,f6_desaltac,doseacebl,0.625
gissi-hf,time-chf,f6_desaltac,v1ace,0.75
gissi-hf,time-chf,f6_desaltac,ace_at_v1,0.625
gissi-hf,time-chf,f6_desaltac,v12ace,0.875
gissi-hf,time-chf,f6_desaltac,aceadj6,0.625
gissi-hf,time-chf,f6_desaltac,aceadj3,0.625
gissi-hf,time-chf,f6_desaltac,doseacev6,0.625
gissi-hf,time-chf,f6_desaltac,v6ace,0.75
gissi-hf,time-chf,f6_desaltac,aceadj1,0.625
gissi-hf,time-chf,f6_desaltac,doseacev18,0.625
gissi-hf,time-chf,f6_desaltac,doseacev1,0.625
gissi-hf,time-chf,f6_desaltac,v18ace,0.75
gissi-hf,time-chf,f6_desaltac,ace_at_v18,0.625
gissi-hf,time-chf,f9_daltace,ace_at_v3,0.625
gissi-hf,time-chf,f9_daltace,doseacev12,0.5555555555555556
gissi-hf,time-chf,f9_daltace,ace_at_v12,0.625
gissi-hf,time-chf,f9_daltace,ace_at_v6,0.625
gissi-hf,time-chf,f9_daltace,blace,0.625
gissi-hf,time-chf,f9_daltace,v3ace,0.625
gissi-hf,time-chf,f9_daltace,aceadjbl,0.625
gissi-hf,time-chf,f9_daltace,doseacev3,0.5555555555555556
gissi-hf,time-chf,f9_daltace,aceadj12,0.625
gissi-hf,time-chf,f9_daltace,ace_at_bl,0.625
gissi-hf,time-chf,f9_daltace,doseacebl,0.5555555555555556
gissi-hf,time-chf,f9_daltace,v1ace,0.625
gissi-hf,time-chf,f9_daltace,ace_at_v1,0.625
gissi-hf,time-chf,f9_daltace,v12ace,0.625
gissi-hf,time-chf,f9_daltace,aceadj6,0.625
gissi-hf,time-chf,f9_daltace,aceadj3,0.625
gissi-hf,time-chf,f9_daltace,doseacev6,0.5555555555555556
gissi-hf,time-chf,f9_daltace,v6ace,0.625
gissi-hf,time-chf,f9_daltace,aceadj1,0.625
gissi-hf,time-chf,f9_daltace,doseacev18,0.5555555555555556
gissi-hf,time-chf,f9_daltace,doseacev1,0.5555555555555556
gissi-hf,time-chf,f9_daltace,v18ace,0.625
gissi-hf,time-chf,f9_daltace,ace_at_v18,0.625
gissi-hf,time-chf,preang,angina01,1.0
gissi-hf,time-chf,dfurosem,v3furo,0.625
gissi-hf,time-chf,dfurosem,dosefurov12,0.888888888888889
gissi-hf,time-chf,dfurosem,v12furo,0.625
gissi-hf,time-chf,dfurosem,dosefurov3,0.888888888888889
gissi-hf,time-chf,dfurosem,v1furo,0.625
gissi-hf,time-chf,dfurosem,blfuro,0.75
gissi-hf,time-chf,dfurosem,dosefurov6,0.888888888888889
gissi-hf,time-chf,dfurosem,v18furo,0.625
gissi-hf,time-chf,dfurosem,dosefurobl,1.0
gissi-hf,time-chf,dfurosem,dosefurov18,0.888888888888889
gissi-hf,time-chf,dfurosem,dosefurov1,0.888888888888889
gissi-hf,time-chf,dfurosem,v6furo,0.625
gissi-hf,time-chf,f12_asa,aspirin_v12,0.875
gissi-hf,time-chf,f12_asa,aspirin_v3,0.875
gissi-hf,time-chf,f12_asa,aspirin_v6,0.875
gissi-hf,time-chf,f12_asa,aspirin_bl,0.875
gissi-hf,time-chf,f12_asa,aspirin_v18,0.875
gissi-hf,time-chf,f12_asa,aspirin_v1,0.875
gissi-hf,time-chf,f10_openstat,statin_at_bl,0.625
gissi-hf,time-chf,f10_openstat,statin_dose_bl,0.625
gissi-hf,time-chf,f10_openstat,statin01,0.875
gissi-hf,time-chf,f8_emoglob,hb18,0.888888888888889
gissi-hf,time-chf,f8_emoglob,hb,0.888888888888889
gissi-hf,time-chf,f8_emoglob,hb12,0.888888888888889
gissi-hf,time-chf,f8_emoglob,hb6,0.888888888888889
gissi-hf,time-chf,f14_last,ast,0.5555555555555556
gissi-hf,time-chf,f99_furosemi,v3furo,0.875
gissi-hf,time-chf,f99_furosemi,dosefurov12,0.625
gissi-hf,time-chf,f99_furosemi,v12furo,0.875
gissi-hf,time-chf,f99_furosemi,dosefurov3,0.625
gissi-hf,time-chf,f99_furosemi,v1furo,0.875
gissi-hf,time-chf,f99_furosemi,blfuro,0.875
gissi-hf,time-chf,f99_furosemi,dosefurov6,0.625
gissi-hf,time-chf,f99_furosemi,v18furo,0.875
gissi-hf,time-chf,f99_furosemi,dosefurobl,0.625
gissi-hf,time-chf,f99_furosemi,dosefurov18,0.625
gissi-hf,time-chf,f99_furosemi,dosefurov1,0.625
gissi-hf,time-chf,f99_furosemi,v6furo,0.875
gissi-hf,time-chf,f3_openstat,statin_at_bl,0.625
gissi-hf,time-chf,f3_openstat,statin_dose_bl,0.625
gissi-hf,time-chf,f3_openstat,statin01,0.875
gissi-hf,time-chf,npreospe,prevhosp,0.75
gissi-hf,time-chf,npreospe,numberhosp_hf,0.75
gissi-hf,time-chf,npreospe,hf_hosp,0.75
gissi-hf,time-chf,f13_dosaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f13_dosaltbb,bbadjbl,0.625
