source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,source_visit,target_visit,transformation_rule,source_type,source_unit,source_data_type,source_categories_labels,source_original_categories,target_type,target_unit,target_data_type,target_categories_labels,target_original_categories,mapping type,harmonization_status
hb18,f7_emoglob,3000963,3000963,loinc:718-7,hemoglobin [mass/volume] in blood,loinc:718-7,hemoglobin [mass/volume] in blood,measurement,follow-up 18 months,follow-up 18 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:g/dl,float,,,continuous_variable,ucum:g/dl,float,,,code match,Complete Match (Identical)
hb6,f5_emoglob,3000963,3000963,loinc:718-7,hemoglobin [mass/volume] in blood,loinc:718-7,hemoglobin [mass/volume] in blood,measurement,follow-up 6 months,follow-up 6 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:g/dl,float,,,continuous_variable,ucum:g/dl,float,,,code match,Complete Match (Identical)
bpsyststanding,pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyststand3,f4_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 3 months,follow-up 3 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyststand12,f6_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 1 year,follow-up 1 year,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
rvra,pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyst6,f5_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 6 months,follow-up 6 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyststand1,f3_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 1 month,follow-up 1 month,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyststand18,f7_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 18 months,follow-up 18 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyst1,f3_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 1 month,follow-up 1 month,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyst,pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyst12,f6_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 1 year,follow-up 1 year,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyststand6,f5_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 6 months,follow-up 6 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyst3,f4_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 3 months,follow-up 3 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpsyst18,f7_pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,follow-up 18 months,follow-up 18 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
rvramean,pas,3004249,3004249,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
hdl,colehdl,3007070,3007070,loinc:2085-9,cholesterol in hdl [mass/volume] in serum or plasma,loinc:2085-9,cholesterol in hdl [mass/volume] in serum or plasma,measurement,baseline time,baseline time,"{""description"": ""Unit conversion in dataset required from ucum:mmol/l to ucum:mg/dl (or vice versa).""}",continuous_variable,ucum:mmol/l,float,,,continuous_variable,ucum:mg/dl,float,,,code match,Complete Match (Compatible)
hct18,f7_ematocri,3009542,3009542,loinc:20570-8,hematocrit [volume fraction] of blood,loinc:20570-8,hematocrit [volume fraction] of blood,measurement,follow-up 18 months,follow-up 18 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:%,float,,,continuous_variable,,float,,,code match,Complete Match (Identical)
hct,ematocri,3009542,3009542,loinc:20570-8,hematocrit [volume fraction] of blood,loinc:20570-8,hematocrit [volume fraction] of blood,measurement,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:%,float,,,continuous_variable,,float,,,code match,Complete Match (Identical)
hct6,f5_ematocri,3009542,3009542,loinc:20570-8,hematocrit [volume fraction] of blood,loinc:20570-8,hematocrit [volume fraction] of blood,measurement,follow-up 6 months,follow-up 6 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:%,float,,,continuous_variable,,float,,,code match,Complete Match (Identical)
hct12,f6_ematocri,3009542,3009542,loinc:20570-8,hematocrit [volume fraction] of blood,loinc:20570-8,hematocrit [volume fraction] of blood,measurement,follow-up 1 year,follow-up 1 year,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:%,float,,,continuous_variable,,float,,,code match,Complete Match (Identical)
crpsensitive,v1_hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mg/l,float,,,continuous_variable,ucum:mg/l,float,,,code match,Complete Match (Identical)
hscrp_v3,v2_hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,follow-up 3 months,follow-up 3 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mg/l,float,,,continuous_variable,ucum:mg/l,float,,,code match,Complete Match (Identical)
hscrp_bl,v1_hscrp,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mg/l,float,,,continuous_variable,ucum:mg/l,float,,,code match,Complete Match (Identical)
bpdiaststand6,f5_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 6 months,follow-up 6 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiast12,f6_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 1 year,follow-up 1 year,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiast18,f7_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 18 months,follow-up 18 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiast1,f3_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 1 month,follow-up 1 month,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiaststand12,f6_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 1 year,follow-up 1 year,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiaststand1,f3_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 1 month,follow-up 1 month,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiaststand3,f4_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 3 months,follow-up 3 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiaststand18,f7_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 18 months,follow-up 18 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiast6,f5_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 6 months,follow-up 6 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiast3,f4_pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,follow-up 3 months,follow-up 3 months,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiast,pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
bpdiaststanding,pad,3012888,3012888,loinc:8462-4,diastolic blood pressure,loinc:8462-4,diastolic blood pressure,measurement,baseline time,baseline time,"{""description"": ""No transformation required. Continuous types and units match.""}",continuous_variable,ucum:mm[hg],int,,,continuous_variable,ucum:mm[hg],float,,,code match,Complete Match (Identical)
ast,last,3013721,3013721,loinc:1920-8,aspartate aminotransferase [enzymatic activity/volume] in serum or plasma,loinc:1920-8,aspartate aminotransferase [enzymatic activity/volume] in serum or plasma,measurement,baseline time,baseline time,"{""description"": ""Unit conversion in dataset required from ucum:[iu]/l to ucum:[u]/l (or vice versa).""}",continuous_variable,ucum:[iu]/l,float,,,continuous_variable,ucum:[u]/l,float,,,code match,Complete Match (Compatible)
ast,ast,3013721,3013721,loinc:1920-8,aspartate aminotransferase [enzymatic activity/volume] in serum or plasma,loinc:1920-8,aspartate aminotransferase [enzymatic activity/volume] in serum or plasma,measurement,baseline time,baseline time,"{""description"": ""Unit conversion in dataset required from ucum:[iu]/l to ucum:[u]/l (or vice versa).""}",continuous_variable,ucum:[iu]/l,float,,,continuous_variable,ucum:[u]/l,float,,,code match,Complete Match (Compatible)
