source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,source_categories,target_type,target_unit,target_data_type,target_categories,transformation_rule
rvra,ek_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvra,fk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvra,gk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvra,dk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
bpsyst,bk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
bpsyst,hk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
bpsyst,ik_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
bpsyst,ek_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
bpsyst,fk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
bpsyst,gk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
bpsyst,dk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvramean,bk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvramean,hk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvramean,ik_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvramean,ek_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvramean,fk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvramean,gk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
rvramean,dk_rrs,3004249.0,3004249.0,loinc:8480-6,systolic blood pressure,loinc:8480-6,systolic blood pressure,measurement,exact match,baseline time,baseline time,continuous_variable,millimeter mercury column,int,,continuous_variable,millimeter mercury column,int,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
potassium,il_k,3005456.0,3005456.0,loinc:6298-4,potassium [moles/volume] in blood,loinc:6298-4,potassium [moles/volume] in blood,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
potassium,fl_k,3005456.0,3005456.0,loinc:6298-4,potassium [moles/volume] in blood,loinc:6298-4,potassium [moles/volume] in blood,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
potassium,hl_k,3005456.0,3005456.0,loinc:6298-4,potassium [moles/volume] in blood,loinc:6298-4,potassium [moles/volume] in blood,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
potassium,gl_k,3005456.0,3005456.0,loinc:6298-4,potassium [moles/volume] in blood,loinc:6298-4,potassium [moles/volume] in blood,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
potassium,bl_k,3005456.0,3005456.0,loinc:6298-4,potassium [moles/volume] in blood,loinc:6298-4,potassium [moles/volume] in blood,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
potassium,dl_k,3005456.0,3005456.0,loinc:6298-4,potassium [moles/volume] in blood,loinc:6298-4,potassium [moles/volume] in blood,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
potassium,el_k,3005456.0,3005456.0,loinc:6298-4,potassium [moles/volume] in blood,loinc:6298-4,potassium [moles/volume] in blood,measurement,exact match,baseline time,baseline time,continuous_variable,millimole per liter,float,,continuous_variable,,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
hct,bl_hkv,3009542.0,3009542.0,loinc:20570-8,hematocrit [volume fraction] of blood,loinc:20570-8,hematocrit [volume fraction] of blood,measurement,exact match,baseline time,baseline time,continuous_variable,percent,float,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
